key,Date,Hour,power,temperature
20170126:23,2017-01-26,23,5391,1.1
20170127:0,2017-01-27,0,5081,0.8
20170127:1,2017-01-27,1,4853,0.2
20170127:2,2017-01-27,2,4749,0.0
20170127:3,2017-01-27,3,4672,-0.3
20170127:4,2017-01-27,4,4733,-0.2
20170127:5,2017-01-27,5,4930,-0.5
20170127:6,2017-01-27,6,5466,-0.8
20170127:7,2017-01-27,7,6103,-0.7
20170127:8,2017-01-27,8,6223,-1.3
20170127:9,2017-01-27,9,6287,-0.1
20170127:10,2017-01-27,10,6369,0.6
20170127:11,2017-01-27,11,6402,0.7
20170127:12,2017-01-27,12,6402,0.1
20170127:13,2017-01-27,13,6425,0.4
20170127:14,2017-01-27,14,6359,0.9
20170127:15,2017-01-27,15,6340,0.4
20170127:16,2017-01-27,16,6370,0.6
20170127:17,2017-01-27,17,6656,0.2
20170127:18,2017-01-27,18,6713,0.0
20170127:19,2017-01-27,19,6600,-0.1
20170127:20,2017-01-27,20,6447,-0.7
20170127:21,2017-01-27,21,6220,-0.7
20170127:22,2017-01-27,22,5868,-0.9
20170127:23,2017-01-27,23,5410,-0.9
20170128:0,2017-01-28,0,5059,-1.3
20170128:1,2017-01-28,1,4838,-1.3
20170128:2,2017-01-28,2,4684,-1.5
20170128:3,2017-01-28,3,4562,-1.7
20170128:4,2017-01-28,4,4563,-1.8
20170128:5,2017-01-28,5,4633,-1.7
20170128:6,2017-01-28,6,4840,-1.6
20170128:7,2017-01-28,7,5136,-1.6
20170128:8,2017-01-28,8,5420,-1.7
20170128:9,2017-01-28,9,5706,-1.6
20170128:10,2017-01-28,10,5911,-1.7
20170128:11,2017-01-28,11,6064,-1.6
20170128:12,2017-01-28,12,6088,-1.9
20170128:13,2017-01-28,13,6038,-1.8
20170128:14,2017-01-28,14,5971,-1.4
20170128:15,2017-01-28,15,5951,-1.1
20170128:16,2017-01-28,16,6046,-1.0
20170128:17,2017-01-28,17,6288,-1.2
20170128:18,2017-01-28,18,6287,-1.5
20170128:19,2017-01-28,19,6106,-1.8
20170128:20,2017-01-28,20,5920,-1.8
20170128:21,2017-01-28,21,5728,-1.6
20170128:22,2017-01-28,22,5468,-1.6
20170128:23,2017-01-28,23,5162,-1.8
20170129:0,2017-01-29,0,4887,-2.2
20170129:1,2017-01-29,1,4684,-2.5
20170129:2,2017-01-29,2,4533,-2.5
20170129:3,2017-01-29,3,4477,-2.8
20170129:4,2017-01-29,4,4490,-3.6
20170129:5,2017-01-29,5,4554,-4.1
20170129:6,2017-01-29,6,4698,-3.8
20170129:7,2017-01-29,7,4907,-3.8
20170129:8,2017-01-29,8,5118,-4.0
20170129:9,2017-01-29,9,5386,-4.2
20170129:10,2017-01-29,10,5597,-3.6
20170129:11,2017-01-29,11,5717,-3.2
20170129:12,2017-01-29,12,5764,-2.8
20170129:13,2017-01-29,13,5788,-3.7
20170129:14,2017-01-29,14,5804,-3.4
20170129:15,2017-01-29,15,5851,-3.6
20170129:16,2017-01-29,16,6040,-3.7
20170129:17,2017-01-29,17,6379,-4.2
20170129:18,2017-01-29,18,6492,-4.5
20170129:19,2017-01-29,19,6379,-5.0
20170129:20,2017-01-29,20,6229,-5.6
20170129:21,2017-01-29,21,6017,-6.2
20170129:22,2017-01-29,22,5719,-6.5
20170129:23,2017-01-29,23,5366,-6.7
20170130:0,2017-01-30,0,5087,-6.9
20170130:1,2017-01-30,1,4929,-7.0
20170130:2,2017-01-30,2,4839,-7.7
20170130:3,2017-01-30,3,4827,-8.2
20170130:4,2017-01-30,4,4895,-9.8
20170130:5,2017-01-30,5,5163,-9.8
20170130:6,2017-01-30,6,5760,-10.6
20170130:7,2017-01-30,7,6390,-10.8
20170130:8,2017-01-30,8,6499,-10.8
20170130:9,2017-01-30,9,6547,-10.4
20170130:10,2017-01-30,10,6585,-9.5
20170130:11,2017-01-30,11,6636,-8.3
20170130:12,2017-01-30,12,6603,-7.7
20170130:13,2017-01-30,13,6593,-6.0
20170130:14,2017-01-30,14,6614,-5.5
20170130:15,2017-01-30,15,6595,-5.5
20170130:16,2017-01-30,16,6688,-4.9
20170130:17,2017-01-30,17,7018,-5.5
20170130:18,2017-01-30,18,7204,-6.2
20170130:19,2017-01-30,19,7110,-6.6
20170130:20,2017-01-30,20,6928,-6.6
20170130:21,2017-01-30,21,6595,-5.9
20170130:22,2017-01-30,22,6182,-6.3
20170130:23,2017-01-30,23,5755,-6.9
20170131:0,2017-01-31,0,5390,-6.2
20170131:1,2017-01-31,1,5175,-6.0
20170131:2,2017-01-31,2,5066,-5.8
20170131:3,2017-01-31,3,5013,-5.7
20170131:4,2017-01-31,4,5061,-4.3
20170131:5,2017-01-31,5,5308,-4.3
20170131:6,2017-01-31,6,5832,-4.0
20170131:7,2017-01-31,7,6416,-3.8
20170131:8,2017-01-31,8,6577,-3.5
20170131:9,2017-01-31,9,6648,-3.2
20170131:10,2017-01-31,10,6764,-3.0
20170131:11,2017-01-31,11,6890,-2.8
20170131:12,2017-01-31,12,6932,-2.8
20170131:13,2017-01-31,13,6933,-3.0
20170131:14,2017-01-31,14,6892,-2.8
20170131:15,2017-01-31,15,6863,-2.5
20170131:16,2017-01-31,16,6957,-2.2
20170131:17,2017-01-31,17,7166,-2.7
20170131:18,2017-01-31,18,7177,-2.8
20170131:19,2017-01-31,19,7062,-3.1
20170131:20,2017-01-31,20,6919,-3.3
20170131:21,2017-01-31,21,6625,-3.5
20170131:22,2017-01-31,22,6216,-3.6
20170131:23,2017-01-31,23,5761,-3.8
20170201:0,2017-02-01,0,5424,-3.8
20170201:1,2017-02-01,1,5219,-4.5
20170201:2,2017-02-01,2,5089,-4.4
20170201:3,2017-02-01,3,5014,-3.1
20170201:4,2017-02-01,4,5066,-2.2
20170201:5,2017-02-01,5,5281,-2.0
20170201:6,2017-02-01,6,5775,-1.4
20170201:7,2017-02-01,7,6342,-1.0
20170201:8,2017-02-01,8,6482,-1.1
20170201:9,2017-02-01,9,6521,-0.7
20170201:10,2017-02-01,10,6559,-0.2
20170201:11,2017-02-01,11,6605,0.5
20170201:12,2017-02-01,12,6610,0.9
20170201:13,2017-02-01,13,6565,1.0
20170201:14,2017-02-01,14,6469,2.0
20170201:15,2017-02-01,15,6461,1.5
20170201:16,2017-02-01,16,6551,0.2
20170201:17,2017-02-01,17,6839,0.7
20170201:18,2017-02-01,18,6998,0.2
20170201:19,2017-02-01,19,6941,-1.2
20170201:20,2017-02-01,20,6776,-1.3
20170201:21,2017-02-01,21,6494,-1.9
20170201:22,2017-02-01,22,6081,-1.5
20170201:23,2017-02-01,23,5652,-2.0
20170202:0,2017-02-02,0,5314,-2.6
20170202:1,2017-02-02,1,5101,-2.9
20170202:2,2017-02-02,2,4987,-3.6
20170202:3,2017-02-02,3,4960,-3.9
20170202:4,2017-02-02,4,4988,-4.2
20170202:5,2017-02-02,5,5244,-4.4
20170202:6,2017-02-02,6,5733,-4.7
20170202:7,2017-02-02,7,6321,-4.8
20170202:8,2017-02-02,8,6443,-4.7
20170202:9,2017-02-02,9,6525,-4.4
20170202:10,2017-02-02,10,6645,-3.6
20170202:11,2017-02-02,11,6673,-3.5
20170202:12,2017-02-02,12,6705,-4.2
20170202:13,2017-02-02,13,6726,-4.6
20170202:14,2017-02-02,14,6713,-4.8
20170202:15,2017-02-02,15,6715,-5.0
20170202:16,2017-02-02,16,6832,-5.6
20170202:17,2017-02-02,17,7109,-6.1
20170202:18,2017-02-02,18,7226,-6.1
20170202:19,2017-02-02,19,7137,-6.4
20170202:20,2017-02-02,20,6976,-6.4
20170202:21,2017-02-02,21,6702,-6.2
20170202:22,2017-02-02,22,6302,-6.2
20170202:23,2017-02-02,23,5842,-6.2
20170203:0,2017-02-03,0,5492,-6.5
20170203:1,2017-02-03,1,5288,-7.0
20170203:2,2017-02-03,2,5167,-7.4
20170203:3,2017-02-03,3,5123,-7.9
20170203:4,2017-02-03,4,5166,-8.2
20170203:5,2017-02-03,5,5379,-8.7
20170203:6,2017-02-03,6,5920,-9.0
20170203:7,2017-02-03,7,6491,-8.9
20170203:8,2017-02-03,8,6653,-8.5
20170203:9,2017-02-03,9,6691,-7.9
20170203:10,2017-02-03,10,6678,-6.7
20170203:11,2017-02-03,11,6713,-6.4
20170203:12,2017-02-03,12,6687,-5.5
20170203:13,2017-02-03,13,6690,-5.0
20170203:14,2017-02-03,14,6641,-5.2
20170203:15,2017-02-03,15,6585,-5.6
20170203:16,2017-02-03,16,6663,-6.0
20170203:17,2017-02-03,17,6886,-6.3
20170203:18,2017-02-03,18,7053,-7.3
20170203:19,2017-02-03,19,6970,-8.3
20170203:20,2017-02-03,20,6823,-8.7
20170203:21,2017-02-03,21,6566,-8.5
20170203:22,2017-02-03,22,6201,-7.3
20170203:23,2017-02-03,23,5763,-7.0
20170204:0,2017-02-04,0,5421,-6.8
20170204:1,2017-02-04,1,5181,-7.0
20170204:2,2017-02-04,2,5022,-6.8
20170204:3,2017-02-04,3,4941,-6.7
20170204:4,2017-02-04,4,4905,-7.1
20170204:5,2017-02-04,5,4980,-7.2
20170204:6,2017-02-04,6,5192,-7.6
20170204:7,2017-02-04,7,5461,-7.7
20170204:8,2017-02-04,8,5738,-8.8
20170204:9,2017-02-04,9,5995,-8.4
20170204:10,2017-02-04,10,6109,-6.9
20170204:11,2017-02-04,11,6214,-6.3
20170204:12,2017-02-04,12,6196,-5.8
20170204:13,2017-02-04,13,6103,-4.5
20170204:14,2017-02-04,14,6039,-4.5
20170204:15,2017-02-04,15,5946,-3.6
20170204:16,2017-02-04,16,5972,-2.8
20170204:17,2017-02-04,17,6279,-3.9
20170204:18,2017-02-04,18,6509,-4.5
20170204:19,2017-02-04,19,6360,-5.1
20170204:20,2017-02-04,20,6171,-5.0
20170204:21,2017-02-04,21,5962,-4.8
20170204:22,2017-02-04,22,5676,-4.5
20170204:23,2017-02-04,23,5350,-4.1
20170205:0,2017-02-05,0,5061,-3.0
20170205:1,2017-02-05,1,4843,-2.5
20170205:2,2017-02-05,2,4698,-2.5
20170205:3,2017-02-05,3,4624,-2.7
20170205:4,2017-02-05,4,4590,-2.5
20170205:5,2017-02-05,5,4633,-2.8
20170205:6,2017-02-05,6,4765,-2.7
20170205:7,2017-02-05,7,5001,-2.3
20170205:8,2017-02-05,8,5240,-3.0
20170205:9,2017-02-05,9,5579,-2.8
20170205:10,2017-02-05,10,5796,-2.6
20170205:11,2017-02-05,11,5958,-1.5
20170205:12,2017-02-05,12,6065,-1.1
20170205:13,2017-02-05,13,6062,-0.9
20170205:14,2017-02-05,14,6028,-0.6
20170205:15,2017-02-05,15,6090,-0.1
20170205:16,2017-02-05,16,6227,0.1
20170205:17,2017-02-05,17,6481,0.4
20170205:18,2017-02-05,18,6550,-0.2
20170205:19,2017-02-05,19,6383,-0.8
20170205:20,2017-02-05,20,6190,-1.4
20170205:21,2017-02-05,21,5992,-1.9
20170205:22,2017-02-05,22,5694,-2.6
20170205:23,2017-02-05,23,5361,-2.8
20170206:0,2017-02-06,0,5040,-3.2
20170206:1,2017-02-06,1,4869,-3.3
20170206:2,2017-02-06,2,4769,-3.7
20170206:3,2017-02-06,3,4753,-4.1
20170206:4,2017-02-06,4,4816,-4.7
20170206:5,2017-02-06,5,5096,-5.6
20170206:6,2017-02-06,6,5680,-5.0
20170206:7,2017-02-06,7,6312,-4.7
20170206:8,2017-02-06,8,6502,-4.0
20170206:9,2017-02-06,9,6592,-3.4
20170206:10,2017-02-06,10,6666,-2.5
20170206:11,2017-02-06,11,6723,-1.7
20170206:12,2017-02-06,12,6725,-1.2
20170206:13,2017-02-06,13,6655,-0.6
20170206:14,2017-02-06,14,6565,0.4
20170206:15,2017-02-06,15,6492,1.4
20170206:16,2017-02-06,16,6610,1.2
20170206:17,2017-02-06,17,6808,1.2
20170206:18,2017-02-06,18,6975,0.6
20170206:19,2017-02-06,19,6867,0.6
20170206:20,2017-02-06,20,6680,0.6
20170206:21,2017-02-06,21,6403,0.5
20170206:22,2017-02-06,22,5962,0.8
20170206:23,2017-02-06,23,5481,0.9
20170207:0,2017-02-07,0,5118,0.8
20170207:1,2017-02-07,1,4919,1.0
20170207:2,2017-02-07,2,4806,0.9
20170207:3,2017-02-07,3,4773,0.5
20170207:4,2017-02-07,4,4806,0.2
20170207:5,2017-02-07,5,5056,0.3
20170207:6,2017-02-07,6,5615,0.6
20170207:7,2017-02-07,7,6242,0.7
20170207:8,2017-02-07,8,6423,0.2
20170207:9,2017-02-07,9,6566,-0.4
20170207:10,2017-02-07,10,6687,-0.8
20170207:11,2017-02-07,11,6823,-1.2
20170207:12,2017-02-07,12,6917,-1.1
20170207:13,2017-02-07,13,6971,-1.2
20170207:14,2017-02-07,14,6942,-1.3
20170207:15,2017-02-07,15,6932,-1.5
20170207:16,2017-02-07,16,7024,-1.3
20170207:17,2017-02-07,17,7197,-1.2
20170207:18,2017-02-07,18,7203,-0.9
20170207:19,2017-02-07,19,7013,-0.4
20170207:20,2017-02-07,20,6812,-0.1
20170207:21,2017-02-07,21,6494,0.0
20170207:22,2017-02-07,22,6011,0.3
20170207:23,2017-02-07,23,5532,1.6
20170208:0,2017-02-08,0,5137,3.7
20170208:1,2017-02-08,1,4955,3.7
20170208:2,2017-02-08,2,4834,3.0
20170208:3,2017-02-08,3,4770,2.5
20170208:4,2017-02-08,4,4826,2.8
20170208:5,2017-02-08,5,5091,0.9
20170208:6,2017-02-08,6,5625,0.0
20170208:7,2017-02-08,7,6227,-0.9
20170208:8,2017-02-08,8,6362,-1.6
20170208:9,2017-02-08,9,6434,-1.7
20170208:10,2017-02-08,10,6597,-1.6
20170208:11,2017-02-08,11,6594,-1.8
20170208:12,2017-02-08,12,6546,-2.0
20170208:13,2017-02-08,13,6501,-1.5
20170208:14,2017-02-08,14,6531,-0.9
20170208:15,2017-02-08,15,6569,-1.2
20170208:16,2017-02-08,16,6711,-3.0
20170208:17,2017-02-08,17,6922,-4.2
20170208:18,2017-02-08,18,7061,-4.7
20170208:19,2017-02-08,19,7025,-5.3
20170208:20,2017-02-08,20,6871,-5.3
20170208:21,2017-02-08,21,6595,-6.0
20170208:22,2017-02-08,22,6196,-6.2
20170208:23,2017-02-08,23,5728,-6.8
20170209:0,2017-02-09,0,5365,-7.4
20170209:1,2017-02-09,1,5174,-7.9
20170209:2,2017-02-09,2,5059,-8.6
20170209:3,2017-02-09,3,5049,-9.6
20170209:4,2017-02-09,4,5109,-10.8
20170209:5,2017-02-09,5,5376,-11.5
20170209:6,2017-02-09,6,5886,-11.8
20170209:7,2017-02-09,7,6474,-11.8
20170209:8,2017-02-09,8,6614,-11.8
20170209:9,2017-02-09,9,6629,-11.6
20170209:10,2017-02-09,10,6618,-10.2
20170209:11,2017-02-09,11,6635,-8.7
20170209:12,2017-02-09,12,6538,-7.4
20170209:13,2017-02-09,13,6556,-6.6
20170209:14,2017-02-09,14,6510,-6.2
20170209:15,2017-02-09,15,6558,-5.0
20170209:16,2017-02-09,16,6672,-5.5
20170209:17,2017-02-09,17,6876,-5.5
20170209:18,2017-02-09,18,7125,-6.6
20170209:19,2017-02-09,19,7065,-7.4
20170209:20,2017-02-09,20,6913,-7.6
20170209:21,2017-02-09,21,6659,-7.8
20170209:22,2017-02-09,22,6250,-7.3
20170209:23,2017-02-09,23,5724,-7.5
20170210:0,2017-02-10,0,5393,-7.7
20170210:1,2017-02-10,1,5200,-7.7
20170210:2,2017-02-10,2,5121,-7.4
20170210:3,2017-02-10,3,5085,-7.2
20170210:4,2017-02-10,4,5082,-7.2
20170210:5,2017-02-10,5,5319,-7.7
20170210:6,2017-02-10,6,5848,-7.7
20170210:7,2017-02-10,7,6425,-7.5
20170210:8,2017-02-10,8,6573,-7.2
20170210:9,2017-02-10,9,6624,-6.4
20170210:10,2017-02-10,10,6680,-5.3
20170210:11,2017-02-10,11,6761,-5.3
20170210:12,2017-02-10,12,6788,-5.3
20170210:13,2017-02-10,13,6848,-5.5
20170210:14,2017-02-10,14,6859,-6.4
20170210:15,2017-02-10,15,6807,-6.4
20170210:16,2017-02-10,16,6843,-4.9
20170210:17,2017-02-10,17,6967,-5.1
20170210:18,2017-02-10,18,7060,-4.5
20170210:19,2017-02-10,19,6975,-4.0
20170210:20,2017-02-10,20,6782,-3.8
20170210:21,2017-02-10,21,6484,-3.0
20170210:22,2017-02-10,22,6038,-2.4
20170210:23,2017-02-10,23,5596,-2.3
20170211:0,2017-02-11,0,5260,-2.2
20170211:1,2017-02-11,1,4957,-2.1
20170211:2,2017-02-11,2,4821,-1.9
20170211:3,2017-02-11,3,4726,-1.9
20170211:4,2017-02-11,4,4711,-2.0
20170211:5,2017-02-11,5,4776,-2.0
20170211:6,2017-02-11,6,4961,-3.2
20170211:7,2017-02-11,7,5177,-3.0
20170211:8,2017-02-11,8,5443,-1.7
20170211:9,2017-02-11,9,5742,-0.6
20170211:10,2017-02-11,10,5896,-0.1
20170211:11,2017-02-11,11,5951,0.6
20170211:12,2017-02-11,12,5861,1.9
20170211:13,2017-02-11,13,5772,3.0
20170211:14,2017-02-11,14,5792,3.2
20170211:15,2017-02-11,15,5797,3.2
20170211:16,2017-02-11,16,5889,3.3
20170211:17,2017-02-11,17,6100,2.2
20170211:18,2017-02-11,18,6192,1.6
20170211:19,2017-02-11,19,6043,1.8
20170211:20,2017-02-11,20,5870,1.9
20170211:21,2017-02-11,21,5674,1.7
20170211:22,2017-02-11,22,5416,1.8
20170211:23,2017-02-11,23,5123,1.7
20170212:0,2017-02-12,0,4867,1.5
20170212:1,2017-02-12,1,4686,0.2
20170212:2,2017-02-12,2,4558,-0.8
20170212:3,2017-02-12,3,4489,-1.6
20170212:4,2017-02-12,4,4511,-2.3
20170212:5,2017-02-12,5,4607,-2.8
20170212:6,2017-02-12,6,4772,-3.5
20170212:7,2017-02-12,7,4965,-4.0
20170212:8,2017-02-12,8,5197,-4.4
20170212:9,2017-02-12,9,5515,-4.5
20170212:10,2017-02-12,10,5774,-4.6
20170212:11,2017-02-12,11,5962,-4.0
20170212:12,2017-02-12,12,6036,-3.4
20170212:13,2017-02-12,13,5974,-2.6
20170212:14,2017-02-12,14,5881,-2.0
20170212:15,2017-02-12,15,5873,-1.4
20170212:16,2017-02-12,16,6050,-0.7
20170212:17,2017-02-12,17,6316,-1.3
20170212:18,2017-02-12,18,6477,-0.6
20170212:19,2017-02-12,19,6363,1.6
20170212:20,2017-02-12,20,6189,1.4
20170212:21,2017-02-12,21,5960,0.4
20170212:22,2017-02-12,22,5663,-0.8
20170212:23,2017-02-12,23,5320,-1.5
20170213:0,2017-02-13,0,5030,-1.8
20170213:1,2017-02-13,1,4842,-2.0
20170213:2,2017-02-13,2,4737,-1.4
20170213:3,2017-02-13,3,4741,-1.6
20170213:4,2017-02-13,4,4807,-2.0
20170213:5,2017-02-13,5,5062,-2.8
20170213:6,2017-02-13,6,5625,-2.9
20170213:7,2017-02-13,7,6250,-3.4
20170213:8,2017-02-13,8,6468,-3.6
20170213:9,2017-02-13,9,6596,-4.0
20170213:10,2017-02-13,10,6700,-4.1
20170213:11,2017-02-13,11,6732,-3.7
20170213:12,2017-02-13,12,6720,-3.8
20170213:13,2017-02-13,13,6669,-3.3
20170213:14,2017-02-13,14,6598,-2.8
20170213:15,2017-02-13,15,6582,-2.3
20170213:16,2017-02-13,16,6620,-1.4
20170213:17,2017-02-13,17,6719,-1.7
20170213:18,2017-02-13,18,7021,-2.6
20170213:19,2017-02-13,19,6936,-3.6
20170213:20,2017-02-13,20,6795,-4.6
20170213:21,2017-02-13,21,6525,-5.3
20170213:22,2017-02-13,22,6113,-5.2
20170213:23,2017-02-13,23,5665,-4.8
20170214:0,2017-02-14,0,5309,-5.1
20170214:1,2017-02-14,1,5102,-5.4
20170214:2,2017-02-14,2,4966,-5.5
20170214:3,2017-02-14,3,4924,-6.6
20170214:4,2017-02-14,4,4963,-5.4
20170214:5,2017-02-14,5,5202,-4.1
20170214:6,2017-02-14,6,5768,-3.3
20170214:7,2017-02-14,7,6261,-1.8
20170214:8,2017-02-14,8,6395,-0.9
20170214:9,2017-02-14,9,6477,-0.2
20170214:10,2017-02-14,10,6443,0.6
20170214:11,2017-02-14,11,6397,2.2
20170214:12,2017-02-14,12,6331,3.5
20170214:13,2017-02-14,13,6312,3.7
20170214:14,2017-02-14,14,6289,3.8
20170214:15,2017-02-14,15,6339,3.6
20170214:16,2017-02-14,16,6441,3.2
20170214:17,2017-02-14,17,6599,3.0
20170214:18,2017-02-14,18,6767,3.1
20170214:19,2017-02-14,19,6657,3.7
20170214:20,2017-02-14,20,6505,3.1
20170214:21,2017-02-14,21,6199,2.8
20170214:22,2017-02-14,22,5827,2.4
20170214:23,2017-02-14,23,5420,1.4
20170215:0,2017-02-15,0,5091,2.1
20170215:1,2017-02-15,1,4899,1.2
20170215:2,2017-02-15,2,4749,1.2
20170215:3,2017-02-15,3,4694,0.5
20170215:4,2017-02-15,4,4789,-0.7
20170215:5,2017-02-15,5,5033,-0.8
20170215:6,2017-02-15,6,5594,-0.4
20170215:7,2017-02-15,7,6151,-0.4
20170215:8,2017-02-15,8,6271,-0.4
20170215:9,2017-02-15,9,6303,-1.5
20170215:10,2017-02-15,10,6403,0.2
20170215:11,2017-02-15,11,6454,0.7
20170215:12,2017-02-15,12,6463,0.7
20170215:13,2017-02-15,13,6463,0.2
20170215:14,2017-02-15,14,6416,-0.1
20170215:15,2017-02-15,15,6451,-1.0
20170215:16,2017-02-15,16,6569,-2.0
20170215:17,2017-02-15,17,6787,-3.0
20170215:18,2017-02-15,18,6977,-3.9
20170215:19,2017-02-15,19,6919,-4.1
20170215:20,2017-02-15,20,6773,-4.7
20170215:21,2017-02-15,21,6523,-5.2
20170215:22,2017-02-15,22,6058,-5.1
20170215:23,2017-02-15,23,5585,-5.3
20170216:0,2017-02-16,0,5250,-5.8
20170216:1,2017-02-16,1,5076,-6.1
20170216:2,2017-02-16,2,5009,-6.5
20170216:3,2017-02-16,3,4971,-7.1
20170216:4,2017-02-16,4,5000,-7.8
20170216:5,2017-02-16,5,5319,-8.5
20170216:6,2017-02-16,6,5884,-9.4
20170216:7,2017-02-16,7,6464,-9.6
20170216:8,2017-02-16,8,6576,-9.6
20170216:9,2017-02-16,9,6620,-9.0
20170216:10,2017-02-16,10,6636,-8.1
20170216:11,2017-02-16,11,6620,-6.6
20170216:12,2017-02-16,12,6574,-5.6
20170216:13,2017-02-16,13,6565,-4.4
20170216:14,2017-02-16,14,6499,-3.7
20170216:15,2017-02-16,15,6475,-3.8
20170216:16,2017-02-16,16,6554,-3.7
20170216:17,2017-02-16,17,6720,-4.1
20170216:18,2017-02-16,18,7005,-5.6
20170216:19,2017-02-16,19,6986,-6.5
20170216:20,2017-02-16,20,6843,-7.0
20170216:21,2017-02-16,21,6574,-7.4
20170216:22,2017-02-16,22,6159,-7.5
20170216:23,2017-02-16,23,5715,-7.5
20170217:0,2017-02-17,0,5402,-7.1
20170217:1,2017-02-17,1,5191,-6.7
20170217:2,2017-02-17,2,5022,-6.5
20170217:3,2017-02-17,3,4948,-6.6
20170217:4,2017-02-17,4,4980,-6.2
20170217:5,2017-02-17,5,5202,-6.3
20170217:6,2017-02-17,6,5725,-6.3
20170217:7,2017-02-17,7,6190,-6.1
20170217:8,2017-02-17,8,6301,-6.0
20170217:9,2017-02-17,9,6368,-5.1
20170217:10,2017-02-17,10,6398,-3.9
20170217:11,2017-02-17,11,6402,-2.6
20170217:12,2017-02-17,12,6330,-1.9
20170217:13,2017-02-17,13,6286,-1.1
20170217:14,2017-02-17,14,6223,-1.1
20170217:15,2017-02-17,15,6204,-0.3
20170217:16,2017-02-17,16,6291,-0.3
20170217:17,2017-02-17,17,6474,-1.1
20170217:18,2017-02-17,18,6669,-1.2
20170217:19,2017-02-17,19,6598,-1.2
20170217:20,2017-02-17,20,6426,-1.0
20170217:21,2017-02-17,21,6169,-0.4
20170217:22,2017-02-17,22,5795,0.1
20170217:23,2017-02-17,23,5361,0.2
20170218:0,2017-02-18,0,5012,-0.3
20170218:1,2017-02-18,1,4791,-1.1
20170218:2,2017-02-18,2,4646,-1.6
20170218:3,2017-02-18,3,4525,-2.4
20170218:4,2017-02-18,4,4516,-2.4
20170218:5,2017-02-18,5,4608,-3.2
20170218:6,2017-02-18,6,4795,-1.5
20170218:7,2017-02-18,7,4949,-0.7
20170218:8,2017-02-18,8,5157,0.2
20170218:9,2017-02-18,9,5300,3.6
20170218:10,2017-02-18,10,5383,6.3
20170218:11,2017-02-18,11,5397,9.7
20170218:12,2017-02-18,12,5344,10.3
20170218:13,2017-02-18,13,5248,11.5
20170218:14,2017-02-18,14,5156,11.4
20170218:15,2017-02-18,15,5120,11.4
20170218:16,2017-02-18,16,5176,11.6
20170218:17,2017-02-18,17,5336,11.0
20170218:18,2017-02-18,18,5637,9.5
20170218:19,2017-02-18,19,5599,7.8
20170218:20,2017-02-18,20,5468,6.8
20170218:21,2017-02-18,21,5287,6.0
20170218:22,2017-02-18,22,5037,6.6
20170218:23,2017-02-18,23,4744,7.0
20170219:0,2017-02-19,0,4484,5.4
20170219:1,2017-02-19,1,4297,4.0
20170219:2,2017-02-19,2,4168,3.8
20170219:3,2017-02-19,3,4101,5.8
20170219:4,2017-02-19,4,4089,4.3
20170219:5,2017-02-19,5,4140,4.1
20170219:6,2017-02-19,6,4278,3.7
20170219:7,2017-02-19,7,4390,3.5
20170219:8,2017-02-19,8,4626,3.8
20170219:9,2017-02-19,9,4773,6.0
20170219:10,2017-02-19,10,4871,8.5
20170219:11,2017-02-19,11,4960,10.1
20170219:12,2017-02-19,12,4961,11.0
20170219:13,2017-02-19,13,4908,11.1
20170219:14,2017-02-19,14,4857,10.9
20170219:15,2017-02-19,15,4863,10.9
20170219:16,2017-02-19,16,4974,10.2
20170219:17,2017-02-19,17,5183,7.7
20170219:18,2017-02-19,18,5507,6.5
20170219:19,2017-02-19,19,5470,6.0
20170219:20,2017-02-19,20,5358,3.9
20170219:21,2017-02-19,21,5205,4.3
20170219:22,2017-02-19,22,4996,3.2
20170219:23,2017-02-19,23,4733,2.2
20170220:0,2017-02-20,0,4499,1.8
20170220:1,2017-02-20,1,4334,2.2
20170220:2,2017-02-20,2,4232,1.7
20170220:3,2017-02-20,3,4195,1.3
20170220:4,2017-02-20,4,4219,1.0
20170220:5,2017-02-20,5,4332,0.2
20170220:6,2017-02-20,6,4526,-0.3
20170220:7,2017-02-20,7,4622,-0.4
20170220:8,2017-02-20,8,4758,-0.3
20170220:9,2017-02-20,9,4906,0.5
20170220:10,2017-02-20,10,5065,2.0
20170220:11,2017-02-20,11,5176,2.7
20170220:12,2017-02-20,12,5197,4.0
20170220:13,2017-02-20,13,5141,4.5
20170220:14,2017-02-20,14,5097,3.8
20170220:15,2017-02-20,15,5108,4.3
20170220:16,2017-02-20,16,5278,3.2
20170220:17,2017-02-20,17,5566,2.2
20170220:18,2017-02-20,18,5905,0.8
20170220:19,2017-02-20,19,5882,0.4
20170220:20,2017-02-20,20,5794,0.1
20170220:21,2017-02-20,21,5584,0.2
20170220:22,2017-02-20,22,5262,0.9
20170220:23,2017-02-20,23,4896,1.2
20170221:0,2017-02-21,0,4652,1.0
20170221:1,2017-02-21,1,4501,0.8
20170221:2,2017-02-21,2,4434,0.8
20170221:3,2017-02-21,3,4409,0.9
20170221:4,2017-02-21,4,4445,0.9
20170221:5,2017-02-21,5,4706,0.8
20170221:6,2017-02-21,6,5306,1.2
20170221:7,2017-02-21,7,5886,1.2
20170221:8,2017-02-21,8,5978,1.5
20170221:9,2017-02-21,9,6088,2.4
20170221:10,2017-02-21,10,6194,3.5
20170221:11,2017-02-21,11,6279,4.1
20170221:12,2017-02-21,12,6277,4.2
20170221:13,2017-02-21,13,6272,4.9
